#,Word,Link,POS,POS_Desc,Category
6859,grapple,https://www.handspeak.com/word/g/grapple.mp4,NN,"noun, singular",
6860,greasy,https://www.handspeak.com/word/g/greasy.mp4,NN,"noun, singular",
6861,implication,https://www.handspeak.com/word/i/implication.mp4,NN,"noun, singular",
6862,freedom of speech,https://www.handspeak.com/word/f/freedom-speech.mp4,NN,"noun, singular",
6863,guilt-ridden,https://www.handspeak.com/word/g/guilt-ridden.mp4,JJ,adjective,
6864,scuffle,https://www.handspeak.com/word/s/scuffle.mp4,NN,"noun, singular",
6865,brawl,https://www.handspeak.com/word/b/brawl.mp4,NN,"noun, singular",
6866,bicker,https://www.handspeak.com/word/b/bicker.mp4,NN,"noun, singular",
6867,backlog,https://www.handspeak.com/word/b/backlog.mp4,NN,"noun, singular",
6868,backlash,https://www.handspeak.com/word/b/backlash.mp4,NN,"noun, singular",
6869,backpay,https://www.handspeak.com/word/b/backpay.mp4,NN,"noun, singular",
6870,backbiting,https://www.handspeak.com/word/b/backbiting.mp4,NN,"noun, singular",
6871,pottery,https://www.handspeak.com/word/p/pottery.mp4,NN,"noun, singular",
6872,plump,https://www.handspeak.com/word/p/plump-fat.mp4,NN,"noun, singular",
6873,refine,https://www.handspeak.com/word/r/refine.mp4,NN,"noun, singular",
6874,barter,https://www.handspeak.com/word/b/barter.mp4,NN,"noun, singular",
6875,trivialize,https://www.handspeak.com/word/t/trivialize.mp4,VB,"verb, base form",
6876,contemporary,https://www.handspeak.com/word/c/contemporary.mp4,JJ,adjective,
6877,unanimous,https://www.handspeak.com/word/u/unanimous.mp4,JJ,adjective,
6878,spontaneous,https://www.handspeak.com/word/s/spontaneous.mp4,JJ,adjective,
6879,"Ladd, Paddy",https://www.handspeak.com/word/l/ladd-paddy.mp4,NNP,"proper noun, singular",
6880,glimpse,https://www.handspeak.com/word/g/glimpse.mp4,NN,"noun, singular",
6881,haggle,https://www.handspeak.com/word/h/haggle.mp4,NN,"noun, singular",
6882,tongue tie,https://www.handspeak.com/word/t/tongue-tie.mp4,NN,"noun, singular",
6883,waxing moon,https://www.handspeak.com/word/w/waxing-moon.mp4,VBG,"verb, gerund/present participle",
6884,waning moon,https://www.handspeak.com/word/w/waning-moon.mp4,VBG,"verb, gerund/present participle",
6885,black market,https://www.handspeak.com/word/b/black-market.mp4,JJ,adjective,
6886,hearwashing,https://www.handspeak.com/word/h/hearwashing.mp4,VBG,"verb, gerund/present participle",
6887,curry,https://www.handspeak.com/word/c/curry.mp4,NN,"noun, singular",
6888,cataract,https://www.handspeak.com/word/c/cataract.mp4,NN,"noun, singular",
6889,taciturn,https://www.handspeak.com/word/t/taciturn.mp4,NN,"noun, singular",
6890,slut,https://www.handspeak.com/word/s/slut-fs.mp4,NN,"noun, singular",
6891,speedy,https://www.handspeak.com/word/s/speedy.mp4,NN,"noun, singular",
6892,thrive,https://www.handspeak.com/word/t/thrive-grow.mp4,NN,"noun, singular",
6893,online,https://www.handspeak.com/word/o/online.mp4,NN,"noun, singular",
6894,nightcap,https://www.handspeak.com/word/n/nightcap.mp4,NN,"noun, singular",
6895,point of view,https://www.handspeak.com/word/p/point-of-view.mp4,NN,"noun, singular",
6896,Honda,https://www.handspeak.com/word/h/honda-fs.mp4,NN,"noun, singular",
6897,BMW,https://www.handspeak.com/word/b/bmw-fs.mp4,NN,"noun, singular",
6898,white collar,https://www.handspeak.com/word/w/white-collar.mp4,JJ,adjective,
6899,shilly-shally,https://www.handspeak.com/word/s/shilly-shally.mp4,RB,adverb very,
6900,"Harper, Stephen",https://www.handspeak.com/word/h/harper-stephen.mp4,NNP,"proper noun, singular",
6901,lock of hair,https://www.handspeak.com/word/l/lock-of-hair.mp4,NN,"noun, singular",
6902,blameworthy,https://www.handspeak.com/word/b/blameworthy.mp4,NN,"noun, singular",
6903,bisexual,https://www.handspeak.com/word/b/bisexual-bi.mp4,JJ,adjective,
6904,grassroots,https://www.handspeak.com/word/g/grassroots.mp4,NNS,noun plural,
6905,vow,https://www.handspeak.com/word/v/vow.mp4,NN,"noun, singular",
6906,unskilled,https://www.handspeak.com/word/u/unskilled.mp4,JJ,adjective,
6907,wax,https://www.handspeak.com/word/w/wax-fs.mp4,NN,"noun, singular",
6908,tongue in cheek,https://www.handspeak.com/word/t/tongue in cheek.mp4,NN,"noun, singular",
6909,hardly,https://www.handspeak.com/word/h/hardly.mp4,RB,adverb very,
6910,spurn,https://www.handspeak.com/word/s/spurn.mp4,NN,"noun, singular",
6911,dispirited,https://www.handspeak.com/word/d/dispirited.mp4,VBN,"verb, past participle",
6912,dither,https://www.handspeak.com/word/d/dither.mp4,NN,"noun, singular",
6913,disencourage,https://www.handspeak.com/word/d/disencourage.mp4,NN,"noun, singular",
6914,disenchanted,https://www.handspeak.com/word/d/disenchanted.mp4,VBN,"verb, past participle",
6915,freeze frame,https://www.handspeak.com/word/f/freeze-frame.mp4,NN,"noun, singular",
6916,impertinent,https://www.handspeak.com/word/i/impertinent.mp4,NN,"noun, singular",
6917,impudent,https://www.handspeak.com/word/i/impudent.mp4,NN,"noun, singular",
6918,impromptu,https://www.handspeak.com/word/i/impromptu.mp4,NN,"noun, singular",
6919,supreme court,https://www.handspeak.com/word/s/supreme-court.mp4,JJ,adjective,
6920,"Stokoe, William",https://www.handspeak.com/word/s/stokoe-william.mp4,NNP,"proper noun, singular",
6921,plastic,https://www.handspeak.com/word/p/plastic.mp4,NN,"noun, singular",
6922,"Chaplin, Charlie",https://www.handspeak.com/word/c/chaplin-charlie.mp4,NNP,"proper noun, singular",
6923,professional,https://www.handspeak.com/word/p/professional.mp4,JJ,adjective,
6924,"Jackson, Michael",https://www.handspeak.com/word/j/jackson-michael.mp4,NNP,"proper noun, singular",
6925,dusk,https://www.handspeak.com/word/d/dusk.mp4,NN,"noun, singular",
6926,"Carter, Jimmy",https://www.handspeak.com/word/c/carter-jimmy.mp4,NNP,"proper noun, singular",
6927,semantics,https://www.handspeak.com/word/s/semantics.mp4,NNS,noun plural,
6928,auto insurance,https://www.handspeak.com/word/a/auto-insurance.mp4,NN,"noun, singular",
6929,linguicism,https://www.handspeak.com/word/l/linguicism.mp4,NN,"noun, singular",
6930,"Chretien, Jean",https://www.handspeak.com/word/c/chretien-jean.mp4,NNP,"proper noun, singular",
6931,sociology,https://www.handspeak.com/word/s/sociology.mp4,NN,"noun, singular",
6932,trauma,https://www.handspeak.com/word/t/trauma-fs.mp4,NN,"noun, singular",
6933,infantry,https://www.handspeak.com/word/i/infantry.mp4,NN,"noun, singular",
6934,veteran,https://www.handspeak.com/word/v/veteran.mp4,NN,"noun, singular",
6935,Veterans Day,https://www.handspeak.com/word/v/veterans-day.mp4,NNS,noun plural,
6936,newborn,https://www.handspeak.com/word/n/newborn.mp4,NNS,noun plural,
6937,celebrity,https://www.handspeak.com/word/c/celebrity.mp4,NN,"noun, singular",
6938,Kwanzaa,https://www.handspeak.com/word/k/kwanzaa2.mp4,NNP,"proper noun, singular",
6939,"Yeltsin, Boris",https://www.handspeak.com/word/y/yeltin-boris.mp4,NN,"noun, singular",
6940,hashtag,https://www.handspeak.com/word/h/hashtag.mp4,NN,"noun, singular",
6941,hemp,https://www.handspeak.com/word/h/hemp-fs.mp4,NN,"noun, singular",
6942,gloss,https://www.handspeak.com/word/g/gloss-fs.mp4,NN,"noun, singular",
6943,glossary,https://www.handspeak.com/word/g/glossary.mp4,JJ,adjective,
6944,fleece,https://www.handspeak.com/word/f/fleece-fs.mp4,NN,"noun, singular",
6945,Cherokee,https://www.handspeak.com/word/c/cherokee.mp4,NN,"noun, singular",
6946,chief,https://www.handspeak.com/word/c/chief.mp4,NN,"noun, singular",
6947,ambassador,https://www.handspeak.com/word/a/ambassador-fs.mp4,NN,"noun, singular",
6948,blackmail,https://www.handspeak.com/word/b/blackmail.mp4,NN,"noun, singular",
6949,defensive,https://www.handspeak.com/word/d/defensive.mp4,NN,"noun, singular",
6950,discrimination,https://www.handspeak.com/word/d/discrimination.mp4,NN,"noun, singular",
6951,Madonna,https://www.handspeak.com/word/m/madonna.mp4,NN,"noun, singular",
6952,mosque,https://www.handspeak.com/word/m/mosque-fs.mp4,NN,"noun, singular",
6953,mist,https://www.handspeak.com/word/m/mist-fs.mp4,NN,"noun, singular",
6954,"Monroe, Marilyn",https://www.handspeak.com/word/m/monroe-marilyn.mp4,NNP,"proper noun, singular",
6955,musty,https://www.handspeak.com/word/m/musty.mp4,NN,"noun, singular",
6956,peer,https://www.handspeak.com/word/p/peer.mp4,NN,"noun, singular",
6957,slang,https://www.handspeak.com/word/s/slang-fs.mp4,NN,"noun, singular",
6958,stale,https://www.handspeak.com/word/s/stale.mp4,NN,"noun, singular",
6959,"Stalin, Joseph",https://www.handspeak.com/word//.mp4,NNP,"proper noun, singular",
6960,rookie,https://www.handspeak.com/word/r/rookie-fs.mp4,NN,"noun, singular",
6961,renaissance,https://www.handspeak.com/word/r/renaissance.mp4,NN,"noun, singular",
6962,cowtown,https://www.handspeak.com/word/c/cowtown.mp4,NN,"noun, singular",
6963,Diwali,https://www.handspeak.com/word/d/diwali-fs.mp4,NN,"noun, singular",
6964,paste,https://www.handspeak.com/word/p/paste-fs.mp4,NN,"noun, singular",
6965,perplexed,https://www.handspeak.com/word/p/perplexed.mp4,NN,"noun, singular",
6966,arsenic,https://www.handspeak.com/word/a/arsenic-fs.mp4,NN,"noun, singular",
6967,ark,https://www.handspeak.com/word/a/ark-fs.mp4,NN,"noun, singular",
6968,acne,https://www.handspeak.com/word/a/acne-fs.mp4,NN,"noun, singular",
6969,administration,https://www.handspeak.com/word/a/administration.mp4,NN,"noun, singular",
6970,baffled,https://www.handspeak.com/word/b/baffled.mp4,VBN,"verb, past participle",
6971,balk,https://www.handspeak.com/word/b/balk.mp4,NN,"noun, singular",
6972,bewilder,https://www.handspeak.com/word/b/bewilder.mp4,NN,"noun, singular",
6973,blind date,https://www.handspeak.com/word/b/blind-date.mp4,NN,"noun, singular",
6974,board game,https://www.handspeak.com/word/b/board-game.mp4,NN,"noun, singular",
6975,breed,https://www.handspeak.com/word/b/breed-fs.mp4,NN,"noun, singular",
6976,diplomatic,https://www.handspeak.com/word/d/diplomatic.mp4,JJ,adjective,
6977,dollhouse,https://www.handspeak.com/word/d/dollhouse.mp4,NN,"noun, singular",
6978,dreary,https://www.handspeak.com/word/d/dreary.mp4,JJ,adjective,
6979,ferry,https://www.handspeak.com/word/f/ferry-fs.mp4,NN,"noun, singular",
6980,flaw,https://www.handspeak.com/word/f/flaw.mp4,NN,"noun, singular",
6981,tip,https://www.handspeak.com/word/t/tip-fs.mp4,NN,"noun, singular",
6982,thesaurus,https://www.handspeak.com/word/t/thesaurus.mp4,NN,"noun, singular",
6983,thesis,https://www.handspeak.com/word/t/thesis-fs.mp4,NN,"noun, singular",
6984,"Tesla, Tikola",https://www.handspeak.com/word/t/tesla-tikola.mp4,NNP,"proper noun, singular",
6985,taxi,https://www.handspeak.com/word/t/taxi-fs.mp4,NN,"noun, singular",
6986,territory,https://www.handspeak.com/word/t/territory.mp4,NN,"noun, singular",
6987,tale,https://www.handspeak.com/word/t/tale.mp4,NN,"noun, singular",
6988,tackle,https://www.handspeak.com/word/t/tackle.mp4,NN,"noun, singular",
6989,tab,https://www.handspeak.com/word/t/tab-fs.mp4,NN,"noun, singular",
6990,urban,https://www.handspeak.com/word/u/urban-fs.mp4,JJ,adjective,
6991,Wi-Fi,https://www.handspeak.com/word/w/wifi-fs.mp4,JJ,adjective,
6992,universe,https://www.handspeak.com/word/u/universe.mp4,NN,"noun, singular",
6993,within,https://www.handspeak.com/word/w/within.mp4,IN,preposition/subordinating conjunction,
6994,wince,https://www.handspeak.com/word/w/wince.mp4,NN,"noun, singular",
6995,ulcer,https://www.handspeak.com/word/u/ulcer-fs.mp4,NN,"noun, singular",
6996,unavailable,https://www.handspeak.com/word/u/unavailable.mp4,JJ,adjective,
6997,case,https://www.handspeak.com/word/c/case-fs.mp4,NN,"noun, singular",
6998,copper,https://www.handspeak.com/word/c/copper-fs.mp4,NN,"noun, singular",
6999,climax,https://www.handspeak.com/word/c/climax.mp4,NN,"noun, singular",
7000,coerce,https://www.handspeak.com/word/c/coerce.mp4,NN,"noun, singular",
7001,clutch,https://www.handspeak.com/word/c/clutch.mp4,NN,"noun, singular",
7002,charter,https://www.handspeak.com/word/c/charter-fs.mp4,NN,"noun, singular",
7003,era,https://www.handspeak.com/word/e/era-fs.mp4,NN,"noun, singular",
7004,Eid,https://www.handspeak.com/word/e/eid-fs.mp4,NN,"noun, singular",
7005,DWI,https://www.handspeak.com/word/d/dwi-fs.mp4,NN,"noun, singular",
7006,Texas - cities,https://www.handspeak.com/word/t/texas-austin.mp4,NNP,"proper noun, singular",
7007,amplify,https://www.handspeak.com/word/a/amplify.mp4,NN,"noun, singular",
7008,activate,https://www.handspeak.com/word/a/activate.mp4,NN,"noun, singular",
7009,awash,https://www.handspeak.com/word/a/awash.mp4,NN,"noun, singular",
7010,at sign,https://www.handspeak.com/word/a/at-sign.mp4,IN,preposition/subordinating conjunction,
7011,appraisal,https://www.handspeak.com/word/a/appraisal.mp4,NN,"noun, singular",
7012,band,https://www.handspeak.com/word/b/band-fs.mp4,NN,"noun, singular",
7013,A to Z,https://www.handspeak.com/word/a/a-z.mp4,DT,determiner,
7014,abdicate,https://www.handspeak.com/word/a/abdicate-resign.mp4,NN,"noun, singular",
7015,antipathetic,https://www.handspeak.com/word/a/antipathetic.mp4,JJ,adjective,
7016,body language,https://www.handspeak.com/word/b/body-language.mp4,NN,"noun, singular",
7017,bucket list,https://www.handspeak.com/word/b/bucket-list.mp4,NN,"noun, singular",
7018,hint,https://www.handspeak.com/word/h/hint-fs.mp4,NN,"noun, singular",
7019,hypen,https://www.handspeak.com/word/h/hypen.mp4,NN,"noun, singular",
7020,hoax,https://www.handspeak.com/word/h/hoax-fs.mp4,NN,"noun, singular",
7021,prune,https://www.handspeak.com/word/p/prune.mp4,NN,"noun, singular",
7022,shortlist,https://www.handspeak.com/word/s/shortlist.mp4,NN,"noun, singular",
7023,short story,https://www.handspeak.com/word/s/short-story.mp4,JJ,adjective,
7024,shorthand,https://www.handspeak.com/word/s/shorthand.mp4,NN,"noun, singular",
7025,essay,https://www.handspeak.com/word/e/essay.mp4,NN,"noun, singular",
7026,folk,https://www.handspeak.com/word/f/folk-fs.mp4,NN,"noun, singular",
7027,fluid,https://www.handspeak.com/word/f/fluid.mp4,NN,"noun, singular",
7028,eclipse,https://www.handspeak.com/word/e/eclipse.mp4,NN,"noun, singular",
7029,exceptional,https://www.handspeak.com/word/e/exceptional-unusual.mp4,JJ,adjective,
7030,fabulous,https://www.handspeak.com/word/f/fabulous.mp4,JJ,adjective,
7031,tremendous,https://www.handspeak.com/word/t/tremendous.mp4,JJ,adjective,
7032,tiara,https://www.handspeak.com/word/t/tiara.mp4,NN,"noun, singular",
7033,ableism,https://www.handspeak.com/word/a/ableism.mp4,NN,"noun, singular",
7034,abet,https://www.handspeak.com/word/a/abet.mp4,NN,"noun, singular",
7035,abut,https://www.handspeak.com/word/a/abut.mp4,NN,"noun, singular",
7036,and so on,https://www.handspeak.com/word/a/and-so-forth.mp4,CC,coordinating conjunction,
7037,automaton,https://www.handspeak.com/word/a/automaton.mp4,NN,"noun, singular",
7038,attribute,https://www.handspeak.com/word/a/attribute.mp4,NN,"noun, singular",
7039,badge,https://www.handspeak.com/word/b/badge-mark.mp4,NN,"noun, singular",
7040,brooch,https://www.handspeak.com/word/b/brooch.mp4,NN,"noun, singular",
7041,bemuse,https://www.handspeak.com/word/b/bemuse.mp4,NN,"noun, singular",
7042,blender,https://www.handspeak.com/word/b/blender.mp4,NN,"noun, singular",
7043,buck,https://www.handspeak.com/word/b/buck-deer.mp4,NN,"noun, singular",
7044,cement,https://www.handspeak.com/word/c/cement-fs.mp4,NN,"noun, singular",
7045,colleague,https://www.handspeak.com/word/c/colleague.mp4,NN,"noun, singular",
7046,cathedral,https://www.handspeak.com/word/c/cathedral.mp4,JJ,adjective,
7047,circumstance,https://www.handspeak.com/word/c/circumstance.mp4,NN,"noun, singular",
7048,cite,https://www.handspeak.com/word/c/cite-quote.mp4,NN,"noun, singular",
7049,cougar,https://www.handspeak.com/word/c/cougar.mp4,NN,"noun, singular",
7050,confound,https://www.handspeak.com/word/c/confound.mp4,NN,"noun, singular",
7051,crystal,https://www.handspeak.com/word/c/crystal-fs.mp4,NN,"noun, singular",
7052,defy,https://www.handspeak.com/word/d/defy.mp4,NN,"noun, singular",
7053,delicate,https://www.handspeak.com/word/d/delicate.mp4,NN,"noun, singular",
7054,dismissive,https://www.handspeak.com/word/d/dismissive.mp4,NN,"noun, singular",
7055,dabble,https://www.handspeak.com/word/d/dabble.mp4,JJ,adjective,
7056,daub,https://www.handspeak.com/word/d/daub-smear.mp4,NN,"noun, singular",
7057,cynical,https://www.handspeak.com/word/c/cynical.mp4,JJ,adjective,
7058,crank,https://www.handspeak.com/word/c/crank-handle.mp4,NN,"noun, singular",
7059,endangered,https://www.handspeak.com/word/e/endangered.mp4,VBN,"verb, past participle",
7060,endure,https://www.handspeak.com/word/e/endure.mp4,NN,"noun, singular",
7061,enlightenment,https://www.handspeak.com/word/e/enlightment.mp4,NN,"noun, singular",
7062,encompass,https://www.handspeak.com/word/e/encompass.mp4,NN,"noun, singular",
7063,inappropriate,https://www.handspeak.com/word/i/inappropriate.mp4,NN,"noun, singular",
7064,indifferent,https://www.handspeak.com/word/i/indifferent.mp4,NN,"noun, singular",
7065,indoor,https://www.handspeak.com/word/i/indoor.mp4,NN,"noun, singular",
7066,inexperienced,https://www.handspeak.com/word/i/inexperienced.mp4,JJ,adjective,
7067,impersonate,https://www.handspeak.com/word/i/impersonate.mp4,NN,"noun, singular",
7068,imbue,https://www.handspeak.com/word/i/imbue.mp4,NN,"noun, singular",
7069,unsuitable,https://www.handspeak.com/word/u/unsuitable.mp4,JJ,adjective,
